,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,label
983,983,conf/sigmod/FaloutsosL95,43b8e16YZlEJ,"fastmap: a fast algorithm for indexing, data-mining and visualization of traditional and multimedia datasets","c faloutsos, k lin",1995,"und lin, k.-i.(1995). fastmap: a fast algorithm for indexing, data-mining and visualization of  ",c faloutsos,0,1
992,992,conf/sigmod/FaloutsosL95,lJvmD13lHJIJ,"fastmap: a fast algorithm for indexing, data-mining and visualization of traditional and multimedia datasets","c faloutsos, k lin",1995,"fastmap: a fast algorithm for indexing, data mining and visualization of traditional and multimedia","c faloutsos, k lin",0,1
996,996,conf/sigmod/FaloutsosRM94,AHu54TOP-eoJ,fast subsequence matching in time-series databases,"c faloutsos, m ranganathan, y manolopoulos",1994,fast subsequence matching in time-series databases,"c faloutsos, m ranganathan, y manolopoulos",0,1
1004,1004,conf/sigmod/FegarasM95,LSWVPfB8TC4J,towards an effective calculus for object query languages,"l fegaras, d maier",1995,towards an effective calculus for object query languages,"l fegaras, d maier",1995,1
1008,1008,conf/sigmod/FegarasM95,ykGQlI-IaJkJ,towards an effective calculus for object query languages,"l fegaras, d maier",1995,toward an effective calculus for object query processing,"l fegaras, d maier",0,1
1009,1009,conf/sigmod/FegarasSRM00,4_4Jg_EQ8EkJ,lambda-db: an odmg-based object-oriented dbms,"l fegaras, c srinivasan, a rajendran, d maier",2000,&amp;lgr;-db: an odmg-based object-oriented dbms,"l fegaras, c srinivasan, a rajendran, d maier",0,1
1030,1030,conf/sigmod/FernandezS96,lMKrltuk53EJ,the ins and outs (and everthing in between) of data warehousing,,1996,the ins and outs of data warehousing,d schneider,0,1
1046,1046,conf/sigmod/ForlizziGNS00,4k4fUbwNV8UJ,a data model and data structures for moving objects databases,"l forlizzi, r gï¿½ting, e nardelli, m schneider",2000,a data model and data structures for moving objects,"l forlizzi, rh guting, e nardelli, m scheider",0,1
1082,1082,conf/sigmod/FukudaMMT96a,Bcuo4_yr2p0J,sonar: system for optimized numeric associationrules,"t fukuda, y morimoto, s morishita, t tokuyama",1996,"data mining using two-dimensional optimized association rules: scheme, algorithms, and visualization","t fukuda, y morimoto, s morishita, t tokuyama",1996,0
1087,1087,conf/sigmod/FukudaMMT96a,ZGYtJqgVD2cJ,sonar: system for optimized numeric associationrules,"t fukuda, y morimoto, s morishita, t tokuyama",1996,theory of communication,"t fukuda, y morimoto, s morishita, t tokuyama",0,0
1090,1090,conf/sigmod/FukudaMMT96a,k6ukzru4nX8J,sonar: system for optimized numeric associationrules,"t fukuda, y morimoto, s morishita, t tokuyama",1996,data mining with optimized two-dimensional association rules,"t fukuda, y morimoto, s morishita, t tokuyama",2001,0
1113,1113,conf/sigmod/GarofalakisGR02,ImADir74KWIJ,querying and mining data streams: you only get one look a tutorial,,2002,"query and mining data streams: you only get one look, in â??vldbâ??02","m garofalakis, j gehrke, r rastogi",0,1
1129,1129,conf/sigmod/GehrkeGRL99,s3neqsFCVrAJ,boat-optimistic decision tree construction,"j gehrke, v ganti, r ramakrishnan, w loh",1999,boat-optimistic decision tree construction,"j gehrke, v ganti, r ramakrishnan, wy loh",0,1
1135,1135,conf/sigmod/GeorgeH97,66YaiNqq000J,secure transaction processing in firm real-time database systems,"b george, j haritsa",1997,commit processing in distributed secure and real-time transaction processing systems,pk nagaraj,1998,0
1138,1138,conf/sigmod/GeorgeH97,M0W5X_JA5kcJ,secure transaction processing in firm real-time database systems,"b george, j haritsa",1997,secure buffering inâ® rm real-time database systems,"b george, j haritsa",0,0
1150,1150,conf/sigmod/GibbonsM98,MgKwmPMZT2MJ,new sampling-based summary statistics for improving approximate query answers,"p gibbons, y matias",1998,statistics for improving approximate query answers proc. of the conference on managment of data ( ,"pb gibbons, ymnsb summary",0,0
1152,1152,conf/sigmod/GibbonsM98,x4HkJDEYFmYJ,new sampling-based summary statistics for improving approximate query answers,"p gibbons, y matias",1998,new sampling-based summary statistics for improving approximate query processing,"pb gibbons, y matias",0,1
1178,1178,conf/sigmod/GoldmanW00,LcBI4Imu-JIJ,wsq/dsq: a practical approach for combined querying of databases and the web,"r goldman, j widom",2000,a generic framework for the deployment of structured databases on the world wide web,"s hadjiefthymiades, d martakos",1996,0
1184,1184,conf/sigmod/GoldmanW00,esV7sy65aS4J,wsq/dsq: a practical approach for combined querying of databases and the web,"r goldman, j widom",2000,a practical guide to the design of differential files for recovery of on-line databases,"h aghili, dg severance",1982,0
1188,1188,conf/sigmod/GoldmanW00,url:http://portal.acm.org/citation.cfm%3Fid%3D1083592.1083761,wsq/dsq: a practical approach for combined querying of databases and the web,"r goldman, j widom",2000,wise-integrator: a system for extracting and integrating complex web search interfaces of the deep  ,"h he, w meng, c yu, z wu",2005,0
1197,1197,conf/sigmod/GotoK03,2Pc6rKYB8ykJ,integration of electronic tickets and personal guide system for public transport using mobile terminals,"k goto, y kambayashi",2003,a new passenger support system for public transport using mobile database access,"k goto, y kambayashi",2002,0
1204,1204,conf/sigmod/GravanoCGP97,IVXOHTW5Lt0J,starts: stanford proposal for internet meta-searching (experience paper),"l gravano, k chang, h garcia-molina, a paepcke",1997,"k., garcia-molina, h., and paepcke, a.(1997). starts: stanford proposal for internet metasearching","l gravano, cc chang",0,1
1209,1209,conf/sigmod/GravanoGT94,81oh7EDAYeoJ,the effectiveness of gloss for the text database discovery problem,"l gravano, h garcia-molina, a tomasic",1994,the effectiveness of gloss for the text database recovery problem,"l gravano, h garcia-molina, a tomasic",0,1
1217,1217,conf/sigmod/GravanoGT94,sk7DIwcSZrwJ,the effectiveness of gloss for the text database discovery problem,"l gravano, h garcia-molina, a tomasic",1994,the efficacy of gloss for the text database discovery problem,"l gravano, a tomasic",0,1
1235,1235,conf/sigmod/GrayHOS96,5cw83MyqYrMJ,the dangers of replication and a solution,"j gray, p helland, p o'neil, d shasha",1996,the dangers of replication and a solution,"d shasha, po'neil, j gray, p helland",0,1
1237,1237,conf/sigmod/GrayHOS96,Mopy3Yg3i60J,the dangers of replication and a solution,"j gray, p helland, p o'neil, d shasha",1996,the danger of replication and a solution,"j gary, p helland, po'neil, d shasha",0,1
1252,1252,conf/sigmod/GreenwaldK01,2u0CxnsZaT4J,space-efficient online computation of quantile summaries,"m greenwald, s khanna",2001,power-conserving computation of order-statistics over sensor networks,"m greenwald, s khanna",0,0
1266,1266,conf/sigmod/Grust02,CKiAavnrRH4J,accelerating xpath location steps,t grust,2002,staircase join: teach a rdbms to watch its,t grust,0,0
1268,1268,conf/sigmod/Grust02,rzZxqs428YYJ,accelerating xpath location steps,t grust,2002,xquery on sql hosts,t grust,2004,0
1271,1271,conf/sigmod/GuhaJKSY02,z6l0wfs32iYJ,approximate xml joins,"s guha, h jagadish, n koudas, d srivastava, t yu",2002,approximate xml joins,"s guha, n koudas, d srivastava, t yu",0,1
1283,1283,conf/sigmod/GuhaRS98,LoR0K8QRGkgJ,cure: an efficient clustering algorithm for large databases,"s guha, r rastogi, k shim",1998,"an efficient clustering algorithm for large data bases, sigmod 1998","s guha, r rastogi, a cure",0,1
1295,1295,conf/sigmod/GuhaRS98,iSkco-aumngJ,cure: an efficient clustering algorithm for large databases,"s guha, r rastogi, k shim",1998,"r. and shim, k. 1998. cure: an efficient clustering algorithm for large databases","s guha, r rastogi",0,1
1304,1304,conf/sigmod/GunopulosD01,LBp-UtmfcScJ,time series similarity measures and time series indexing,,2001,time series similarity search measures and time series indexing,"d gunopoulos, g das",0,1
1307,1307,conf/sigmod/GunopulosKTD00,ASfROcKWFmgJ,approximating multi-dimensional aggregate range queries over real attributes,"d gunopulos, g kollios, v tsotras, c domeniconi",2000,approximating multi-dimensional aggregate range queries over real attributes,"d gunopulos, g kollios, vj tsotras, c domeniconi",2000,1
1328,1328,conf/sigmod/HammerGNYBV97,lmhkvir9Z84J,template-based wrappers in the tsimmis system,"j hammer, h garcia-molina, s nestorov, r yerneni, m breunig, v vassalos",1997,"vassalos, template-based wrappers in the tsimmis system, ht tp://wwwdb","j hammer, h garcia-molina, s nestorov, r yerneni,  ",0,1
1336,1336,conf/sigmod/Han96,7e_EwULfgusJ,data mining techniques,j han,1996,data mining for web intelligence,j han,0,0
1338,1338,conf/sigmod/Han96,GeMycbLXZUkJ,data mining techniques,j han,1996,fuy (1995) discovery of multiple-level association rules from large databases,j han,0,0
1340,1340,conf/sigmod/Han96,YeECtAvkBkQJ,data mining techniques,j han,1996,data mining techniques,"mja berry, g linoff",1997,0
1349,1349,conf/sigmod/HanFHCC94,dvmROCT52KoJ,dblearn: a system prototype for knowledge discovery in relational databases,"j han, y fu, y huang, y cai, n cercone",1994,dblearn: a system prototype for knowledge discovery in relational databases (system demonstration),"j han, y fu, y huang, y cai, n cercone",0,1
1354,1354,conf/sigmod/HanKK97,8CFi8dolAk0J,scalable parallel data mining for association rules,"e han, g karypis, v kumar",1997,efficient parallel data mining for association rules,"js park, ms chen, ps yuâ?¦",0,0
1362,1362,conf/sigmod/HanKS97,_EEZCcB1BPYJ,geominer: a system prototype for spatial data mining,"j han, k koperski, n stefanovic",1997,geominer: a system prototype for spatial mining,"j han, k koperski, n stefanovic",0,1
1366,1366,conf/sigmod/HanKS97,yzL3Kfsz8scJ,geominer: a system prototype for spatial data mining,"j han, k koperski, n stefanovic",1997,n. stefanovic 1997 â??geominer: a system prototype for spatial data miningâ??,"j han, k koperski",0,1
1396,1396,conf/sigmod/Hellerstein94,pHHvswIOFfAJ,practical predicate placement,j hellerstein,1994,toward network data independence,j hellerstein,2003,0
1417,1417,conf/sigmod/HernandezS95,KJyo5lhO_vAJ,the merge/purge problem for large databases,"m hernï¿½ndez, s stolfo",1995,the merge/purge problem for large databases,s stolfo,1995,1
1420,1420,conf/sigmod/Hidber99,HkBKH9ZUJEcJ,online association rule mining,c hidber,1999,"online association rule mining, sigmod 1999",c hidber,0,1
1424,1424,conf/sigmod/HinneburgK99,C9imFvgrSvAJ,clustering methods for large databases: from the past to the future,"a hinneburg, d keim",1999,clustering methods for large databases: from the past to the future,"a hinneburg, da keim",1999,1
1425,1425,conf/sigmod/HinneburgK99,ExJOsE4lD8UJ,clustering methods for large databases: from the past to the future,"a hinneburg, d keim",1999,cluster discovery methods for large data bases-from the past to the future,"a hinneburg, da keim",0,0
1427,1427,conf/sigmod/HinneburgK99,V3cZfG1Poo4J,clustering methods for large databases: from the past to the future,"a hinneburg, d keim",1999,clustering methods for large databases: from the past to the future,"da keim, a hinneburg",0,1
1435,1435,conf/sigmod/HoAMS97,MJMHoCWd3JMJ,range queries in olap data cubes,"c ho, r agrawal, n megiddo, r srikant",1997,range queries in dynamic olap data cubes,"w liang, h wang, me orlowska",2000,0
1442,1442,conf/sigmod/HristidisKP01,dpu0E5Tb0foJ,prefer: a system for the efficient execution of multi-parametric ranked queries,"v hristidis, n koudas, y papakonstantinou",2001,keyword proximity search in xml trees,"v hristidis, n koudas, y papakonstantinou",0,0
1446,1446,conf/sigmod/HsiaoN00,iY5wlS4jsg0J,dlfm: a transactional resource manager,"h hsiao, i narang",2000,dlfm: a transactional resource manager,"hi hsiao, i narang",2000,1
1451,1451,conf/sigmod/HullZ96,H1E3GuQcoUAJ,a framework for supporting data integration using the materialized and virtual approaches,"r hull, g zhou",1996,a framework for supporting data integration using the materialized and virtual approaches,"r hull, g zhou",1996,1
1455,1455,conf/sigmod/HungYK96,P6VVKZUo4pgJ,capbased-ams: a capability-based and event-driven activity management system,"p hung, h yeung, k karlapalem",1996,capbased-ams: a capability-based and event-driven activity management system (demonstrations),"pck hung, hp yeung, k karlapalem",0,1
1463,1463,conf/sigmod/ImielinskiVB94,HVGEzXN1MVYJ,energy efficient indexing on air,"t imielinski, s viswanathan, b badrinath",1994,power efficient filtering of data on air,"t imielinski, s viswanathan, br badrinath",1994,0
1466,1466,conf/sigmod/ImielinskiVB94,cffLplmoKH4J,energy efficient indexing on air,"t imielinski, s viswanathan, b badrinath",1994,energy efficient indexing on air,"t imielinski, s viswanathan, br badrinath",0,1
1472,1472,conf/sigmod/IpeirotisGS01,bo7ArXlXypQJ,"probe, count, and classify: categorizing hidden web databases","p ipeirotis, l gravano, m sahami",2001,"probe, count, and classify: categorizing hidden web databases","pg ipeirotis, l gravano, m sahami",2001,1
1476,1476,conf/sigmod/IvesFFLW99,yrnhcMqsUVoJ,an adaptive query execution system for data integration,"z ives, d florescu, m friedman, a levy, d weld",1999,an adaptive query execution system for data integration,"zg ives, d florescu, m friedman, a levy, ds weld",1999,1
1477,1477,conf/sigmod/IvesLPST00,4-FwpSOweRAJ,self-organizing data sharing communities with sagres,"z ives, a levy, j madhavan, r pottinger, s saroiu, i tatarinov, s betzler, q chen, e jaslikowska, j su, w yeung",2000,self-organizing data sharing communities with sagres: system demonstration,"z ives, a levy, j madhavan, r pottinger, s saroiu, ",0,1
1484,1484,conf/sigmod/JaedickeM98,zh6yaOX2xiQJ,on parallel processing of aggregate and scalar functions in object-relational dbms,"m jaedicke, b mitschang",1998,user-defined table operators: enhancing extensibility for ordbms,"m jaedicke, b mitschang",1999,0
1512,1512,conf/sigmod/JonssonFS98,5fb1l1MyGisJ,interaction of query evaluation and buffer management for information retrieval,"b jï¿½nsson, m franklin, d srivastava",1998,interaction of query evaluation and buffer management for information retrieval,"bt jonsson, mj franklin, d srivastava",1998,1
1522,1522,conf/sigmod/KalnisNOPT02,ipAB8UMS7QkJ,an adaptive peer-to-peer network for distributed caching of olap results,"p kalnis, w ng, b ooi, d papadias, k tan",2002,an adaptive peer-to-peer network for distributed caching of olap results,p kalnis,2002,1
1523,1523,conf/sigmod/KalnisP01,-UHxodSX8oMJ,proxy-server architectures for olap,"p kalnis, d papadias",2001,proxy-server architectures for olap,"p kalnis, d papadias",0,1
1524,1524,conf/sigmod/KalnisP01,-YhMJ43VntgJ,proxy-server architectures for olap,"p kalnis, d papadias",2001,optimization algorithms for simultaneous multidimensional queries in olap environments,"p kalnis, d papadias",0,0
1527,1527,conf/sigmod/KanthAS98,LImRBeAtjMQJ,dimensionality reduction for similarity searching in dynamic databases,"k kanth, d agrawal, a singh",1998,dimensionality reduction for similarity searching in dynamic databases,"rk kv, d agrawal, a el abbadi, a singh",0,1
1528,1528,conf/sigmod/KanthAS98,LiDZgaWIzIEJ,dimensionality reduction for similarity searching in dynamic databases,"k kanth, d agrawal, a singh",1998,dimensionality reduction for fast similarity search in large time series databases,"e keogh, k chakrabarti, m pazzani, s mehrotra",2001,0
1543,1543,conf/sigmod/KatayamaS97,DfJERPfnugwJ,the sr-tree: an index structure for high-dimensional nearest neighbor queries,"n katayama, s satoh",1997,"shin'ichi satoh, the sr-tree: an index structure for high-dimensional nearest neighbor queries",n katayama,0,1
