,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,label
4731,4731,conf/vldb/PardonA00,k7G60pXtD58J,cheetah: a lightweight transaction server for plug-and-play internet data management,"g pardon, g alonso",2000,cheetah: a lightweight transaction server for plug-and-play internet data management,"g pardon, g alonso",2000,1
5626,5626,journals/sigmod/Aberer02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D604274%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,book review column,k aberer,2002,book review column,k aberer,2002,0
7588,7588,journals/sigmod/RossAJS02,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D390004%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,reminiscences on influential papers,,2002,reminiscences on influential papers,e bertino,1976,0
8966,8966,journals/vldb/Barbara-MillaG94,xTfmZ9y6gPQJ,the demarcation protocol: a technique for maintaining constraints in distributed database systems,"d barbarï¿½, h garcia-molina",1994,"a mechanism for managing the buffer pool in a relational acm transactions on database systems, vol.  ","gm sacco, m schkolnik",0,0
6362,6362,journals/sigmod/FrankGGJKLMNPSSSTW99,url:http://portal.acm.org/citation.cfm%3Fid%3D319463.319623%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3D319463%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Multimedia%2520Conference%26CFID%3D11111111%26CFTOKEN%3D2222222,chorochronos: a research network for spatiotemporal database systems,"a frank, s grumbach, r gï¿½ting, c jensen, m koubarakis, n lorentzos, y manolopoulos, e nardelli, b pernici, h schek, m scholl, t sellis, b theodoulidis, p widmayer",1999,video portals for the next century (panel session),"r koenen, h yu, a zakhor, f galliano, c bouman, n  ",1999,0
1902,1902,conf/sigmod/Mohan01,M4G18MfKn2oJ,application servers: born-again tp monitors for the web? (panel abstract),c mohan,2001,tutorial: state of the art in workflow management system research and products. a tutorial at the  ,c mohan,1996,0
6015,6015,journals/sigmod/ChaudhuriD97,4zZ7Lxt4PPIJ,an overview of data warehousing and olap technology,"s chaudhuri, u dayal",1997,data warehousing and olap for decision support (tutorial),"s chaudhuri, u dayal",0,0
1751,1751,conf/sigmod/LibkinMW96,ZTBiopwBpLgJ,"a query language for multidimensional arrays: design, implementation, and optimization techniques","l libkin, r machlin, l wong",1996,a querying language and optimization techniques for unstructured data,"p buneman, s davidson, g hillebrand",0,0
3433,3433,conf/vldb/ChaudhuriS96,xxkUtjfGpvAJ,optimization of queries with user-defined predicates,"s chaudhuri, k shim",1996,query optimization in the presence of foreign functions,"s chaudhuri, k shim",1993,0
6194,6194,journals/sigmod/DrewHKKLLLSW95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D219769%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,data and knowledge base research at hong kong university of science and technology,"p drew, b hamidzadeh, k karlapalem, a kean, d lee, q li, f lochovsky, c shum, b wï¿½thrich",1995,"data and knowledge base research at hong kong university of science and technology p. drew, b.  ","d lee, q li, f lochovsky, cd shum, b wuthrich",1995,1
3571,3571,conf/vldb/Dayal99,QrJiGoK_D7sJ,"industrial panel on data warehousing technologies: experiences, challenges, and directions",u dayal,1999,processing queries with quantifiers a horticultural approach,u dayal,1983,0
